['  ', 'AL', 'AK', 'AZ', 'AR', 'CA', 'CO', 'CT', 'DE', 'FL', 'GA', 'HI', 'ID', 'IL', 'IN', 'IA', 'KS', 'KY', 'LA', 'ME', 'MD', 'MA', 'MI', 'MN', 'MS', 'MO', 'MT', 'NE', 'NV', 'NH', 'NJ', 'NM', 'NY', 'NC', 'ND', 'OH', 'OK', 'OR', 'PA', 'RI', 'SC', 'SD', 'TN', 'TX', 'UT', 'VT', 'VA', 'WA', 'WV', 'WI', 'WY']
['MA', 0.15436554409103706, 0.0858198478565381, 0.03533200250499442, 0.25942281449770654, 0.26786990888472045, 0.07877287697015574, 0.06943243994153453, 0.04149652771708658, 0.20769512198541984, 0.2579918769999192, 0.28983899719816236, 0.21921041015715653, 0.2161558201292542, 0.05106824965808619, 0.3845451352314812, 0.2794232936654835, 0.18816742937655268, 0.08831100380846128, 0.10757722708154752, 0.04348841557478771, 1, 0.0521575557929594, 0.34882311984335473, 0.28800837674130925, 0.0576289292303492, 0.24924326275420308, 0.45102535769654817, 0.009819662979587097, 0.21448423320169227, 0.18586003729982278, 0.2501691347306267, 0.2710992891163442, 0.19627229752800707, 0.47777875167772116, 0.15986995809715018, 0.032990309738734354, 0.21447512437208732, 0.07636050926810356, 0.15180200975275734, 0.16427958733164802, 0.4235071334170454, 0.009893818942696437, 0.3381932652895414, 0.05480707982238007, 0.21579441087833376, 0.26537028341348323, 0.18717400998818587, 0, 0.15809051446338276, 0.019809153412080314]
['MI', 0.10220798829807766, 0.03366229206357869, 0.016825553287964982, 0.20726525870474716, 0.21571235309176104, 0.026615321177196342, 0.017274884148575132, 0.09365408351004599, 0.15553756619246045, 0.20583432120695982, 0.23768144140520298, 0.16705285436419712, 0.16399826433629477, 0.0010893061348732096, 0.33238757943852176, 0.22726573787252408, 0.2403249851695121, 0.03615344801550188, 0.05541967128858812, 0.008669140218171691, 0.0521575557929594, 1, 0.2966655640503953, 0.23585082094834986, 0.005471373437389795, 0.19708570696124367, 0.3988678019035887, 0.0619772187725465, 0.2666417889946517, 0.13370248150686337, 0.3023266905235861, 0.21894173332338476, 0.14411474173504765, 0.4256211958847617, 0.2120275138901096, 0.08514786553169376, 0.1623175685791279, 0.12851806506106297, 0.20395956554571673, 0.1121220315386886, 0.371349577624086, 0.06205137473565584, 0.28603570949658197, 0.10696463561533946, 0.16363685508537434, 0.21321272762052385, 0.13501645419522648, 0, 0.10593295867042336, 0.03234840238087909]
['MN', 0.19445757575231765, 0.2630032719868166, 0.31349111733836027, 0.08940030534564816, 0.08095321095863428, 0.27005024287319895, 0.27939067990182015, 0.3903196475604413, 0.14112799785793487, 0.09083124284343548, 0.058984122645192344, 0.12961270968619817, 0.13266729971410055, 0.2977548701852685, 0.03572201538812647, 0.06939982617787122, 0.5369905492199073, 0.26051211603489344, 0.2412458927618072, 0.305334704268567, 0.34882311984335473, 0.2966655640503953, 1, 0.06081474310204544, 0.2911941906130055, 0.09957985708915164, 0.10220223785319339, 0.3586427828229418, 0.563307353045047, 0.16296308254353192, 0.5989922545739813, 0.07772383072701054, 0.15255082231534767, 0.1289556318343664, 0.5086930779405049, 0.3818134295820891, 0.13434799547126738, 0.4251836291114583, 0.500625129596112, 0.18454353251170671, 0.0746840135736907, 0.35871693878605115, 0.010629854553813323, 0.40363019966573477, 0.13302870896502095, 0.08345283642987146, 0.16164910985516884, 0, 0.19073260537997194, 0.3290139664312744]
['MS', 0.13364283265027221, 0.20218852888477118, 0.25267637423631484, 0.02858556224360272, 0.020138467856588835, 0.20923549977115352, 0.21857593679977474, 0.32950490445839586, 0.08031325475588942, 0.030016499741390038, 0.0018306204568531014, 0.06879796658415274, 0.07185255661205509, 0.23694012708322307, 0.09653675849017192, 0.008585083075825775, 0.4761758061178619, 0.19969737293284798, 0.18043114965976173, 0.24451996116652155, 0.28800837674130925, 0.23585082094834986, 0.06081474310204544, 1, 0.23037944751096007, 0.03876511398710619, 0.16301698095523884, 0.2978280397208964, 0.5024926099430015, 0.10214833944148649, 0.5381775114719359, 0.016909087624965097, 0.09173607921330221, 0.18977037493641186, 0.44787833483845946, 0.32099868648004365, 0.07353325236922195, 0.3643688860094128, 0.4398103864940666, 0.12372878940966126, 0.13549875667573613, 0.2979021956840057, 0.05018488854823212, 0.34281545656368934, 0.07221396586297552, 0.022638093327826014, 0.10083436675312339, 0, 0.1299178622779265, 0.26819922332922896]
['MO', 0.09673661486068787, 0.02819091862618889, 0.022296926725354774, 0.20179388526735734, 0.21024097965437125, 0.021143947739806546, 0.011803510711185338, 0.09912545694743578, 0.15006619275507063, 0.20036294776957003, 0.23221006796781318, 0.16158148092680732, 0.15852689089890498, 0.006560679572263005, 0.32691620600113197, 0.22179436443513428, 0.24579635860690188, 0.030682074578112083, 0.04994829785119832, 0.014140513655561487, 0.0576289292303492, 0.005471373437389795, 0.2911941906130055, 0.23037944751096007, 1, 0.19161433352385387, 0.39339642846619893, 0.06744859220993629, 0.2721131624320415, 0.12823110806947358, 0.30779806396097587, 0.21347035988599497, 0.13864336829765786, 0.4201498224473719, 0.2174988873274994, 0.09061923896908355, 0.15684619514173812, 0.13398943849845277, 0.20943093898310652, 0.10665065810129881, 0.3658782041866962, 0.06752274817304564, 0.2805643360591922, 0.11243600905272927, 0.15816548164798455, 0.20774135418313405, 0.1295450807578367, 0, 0.10046158523303356, 0.03781977581826888]
['MT', 0.09487771866316602, 0.163423414897665, 0.21391126024920865, 0.010179551743503473, 0.018626646130517354, 0.17047038578404733, 0.17981082281266855, 0.29073979047128967, 0.041548140768783236, 0.008748614245716152, 0.040595734443959294, 0.03003285259704655, 0.0330874426249489, 0.19817501309611688, 0.1353018724772781, 0.030180030911280416, 0.43741069213075573, 0.16093225894574179, 0.14166603567265557, 0.20575484717941536, 0.24924326275420308, 0.19708570696124367, 0.09957985708915164, 0.03876511398710619, 0.19161433352385387, 1, 0.20178209494234503, 0.2590629257337902, 0.46372749595589535, 0.0633832254543803, 0.49941239748482974, 0.021856026362141092, 0.05297096522619602, 0.22853548892351805, 0.40911322085135327, 0.28223357249293746, 0.03476813838211576, 0.3256037720223066, 0.4010452725069604, 0.08496367542255506, 0.17426387066284232, 0.25913708169689953, 0.08895000253533832, 0.30405034257658314, 0.03344885187586932, 0.016127020659280178, 0.0620692527660172, 0, 0.09115274829082032, 0.22943410934212277]
['NE', 0.296659813605511, 0.36520550984001, 0.4156933551915537, 0.19160254319884157, 0.18315544881182766, 0.37225248072639233, 0.3815929177550136, 0.49252188541363473, 0.24333023571112827, 0.19303348069662887, 0.16118636049838572, 0.23181494753939158, 0.23486953756729392, 0.3999571080384619, 0.06648022246506692, 0.17160206403106462, 0.6391927870731008, 0.3627143538880868, 0.34344813061500057, 0.4075369421217604, 0.45102535769654817, 0.3988678019035887, 0.10220223785319339, 0.16301698095523884, 0.39339642846619893, 0.20178209494234503, 1, 0.46084502067613514, 0.6655095908982405, 0.2651653203967253, 0.7011944924271748, 0.17992606858020394, 0.25475306016854105, 0.02675339398117301, 0.6108953157936984, 0.4840156674352824, 0.2365502333244608, 0.5273858669646516, 0.6028273674493054, 0.2867457703649001, 0.0275182242795027, 0.4609191766392445, 0.11283209240700671, 0.5058324375189281, 0.23523094681821435, 0.18565507428306485, 0.2638513477083622, 0, 0.2929348432331653, 0.4312162042844678]
['NV', 0.16418520707062415, 0.0956395108361252, 0.04515166548458152, 0.26924247747729363, 0.27768957186430754, 0.08859253994974284, 0.07925210292112163, 0.031676864737499484, 0.21751478496500695, 0.26781153997950635, 0.29965866017774945, 0.22903007313674362, 0.22597548310884127, 0.06088791263767329, 0.3943647982110683, 0.2892429566450706, 0.1783477663969656, 0.09813066678804838, 0.11739689006113462, 0.05330807855437481, 0.009819662979587097, 0.0619772187725465, 0.3586427828229418, 0.2978280397208964, 0.06744859220993629, 0.2590629257337902, 0.46084502067613514, 1, 0.20466457022210519, 0.19567970027940987, 0.2403494717510396, 0.28091895209593126, 0.20609196050759415, 0.4875984146573082, 0.1500502951175631, 0.02317064675914726, 0.2242947873516744, 0.06654084628851646, 0.14198234677317023, 0.1740992503112351, 0.4333267963966325, 7.41559631093392e-05, 0.3480129282691285, 0.04498741684279297, 0.22561407385792084, 0.2751899463930704, 0.19699367296777298, 0, 0.16791017744296985, 0.029628816391667413]
['NH', 0.36884977729272933, 0.30030408105823037, 0.2498162357066867, 0.47390704769939884, 0.48235414208641275, 0.293257110171848, 0.2839166731432268, 0.17298770548460568, 0.42217935518711214, 0.4724761102016115, 0.5043232303998546, 0.43369464335884883, 0.43064005333094646, 0.26555248285977845, 0.5990293684331734, 0.4939075268671758, 0.026316803825139602, 0.30279523701015354, 0.3220614602832398, 0.25797264877647996, 0.21448423320169227, 0.2666417889946517, 0.563307353045047, 0.5024926099430015, 0.2721131624320415, 0.46372749595589535, 0.6655095908982405, 0.20466457022210519, 1, 0.40034427050151505, 0.035684901528934415, 0.4855835223180364, 0.4107565307296993, 0, 0.054614275104542094, 0.18149392346295792, 0.4289593575737796, 0.1381237239335887, 0.06268222344893494, 0.3787638205333403, 0.6379913666187377, 0.20459041425899585, 0.5526774984912337, 0.1596771533793122, 0.43027864408002603, 0.47985451661517553, 0.40165824318987814, 0.30773701512058654, 0.37257474766507503, 0.23429338661377258]
['NJ', 0.031494493208785716, 0.10004018944328469, 0.15052803479482835, 0.07356277719788377, 0.08200987158489766, 0.10708716032966703, 0.11642759735828824, 0.22735656501690937, 0.021835084685597063, 0.07213183970009646, 0.10397895989833959, 0.03335037285733375, 0.0302957828294314, 0.13479178764173658, 0.1986850979316584, 0.09356325636566071, 0.37402746667637543, 0.0975490334913615, 0.07828281021827525, 0.14237162172503506, 0.18586003729982278, 0.13370248150686337, 0.16296308254353192, 0.10214833944148649, 0.12823110806947358, 0.0633832254543803, 0.2651653203967253, 0.19567970027940987, 0.40034427050151505, 1, 0.4360291720304495, 0.0852392518165214, 0.010412260228184273, 0.29191871437789835, 0.34572999539697297, 0.21885034703855713, 0.02861508707226454, 0.2622205465679263, 0.3376620470525801, 0.02158044996817477, 0.23764709611722262, 0.1957538562425192, 0.1523332279897186, 0.24066711712220284, 0.029934373578510975, 0.07951024611366048, 0.0013139726883630947, 0, 0.02776952283644002, 0.16605088388774247]
['NM', 0.4045346788216638, 0.3359889825871648, 0.2855011372356211, 0.5095919492283333, 0.5180390436153471, 0.3289420117007824, 0.3196015746721612, 0.2086726070135401, 0.4578642567160465, 0.508161011730546, 0.540008131928789, 0.4693795448877832, 0.46632495485988085, 0.3012373843887129, 0.6347142699621079, 0.5295924283961102, 0.06200170535407402, 0.338480138539088, 0.35774636181217423, 0.2936575503054144, 0.2501691347306267, 0.3023266905235861, 0.5989922545739813, 0.5381775114719359, 0.30779806396097587, 0.49941239748482974, 0.7011944924271748, 0.2403494717510396, 0.035684901528934415, 0.4360291720304495, 1, 0.5212684238469708, 0.44644143225863375, 0, 0.0902991766334765, 0.21717882499189234, 0.464644259102714, 0.17380862546252313, 0.09836712497786936, 0.4144487220622747, 0.6736762681476721, 0.24027531578793027, 0.588362400020168, 0.19536205490824662, 0.46596354560896047, 0.51553941814411, 0.4373431447188126, 0.27205211359165216, 0.4082596491940095, 0.269978288142707]
['NY', 0.1167337450253071, 0.18527944125980608, 0.23576728661134974, 0.011676474618637621, 0.003229380231623738, 0.19232641214618842, 0.20166684917480965, 0.31259581683343074, 0.06340416713092432, 0.013107412116424941, 0.0187397080818182, 0.051888878959187645, 0.054943468987089995, 0.22003103945825797, 0.11344584611513701, 0.008324004549139322, 0.45926671849289685, 0.18278828530788288, 0.16352206203479663, 0.22761087354155646, 0.2710992891163442, 0.21894173332338476, 0.07772383072701054, 0.016909087624965097, 0.21347035988599497, 0.021856026362141092, 0.17992606858020394, 0.28091895209593126, 0.4855835223180364, 0.0852392518165214, 0.5212684238469708, 1, 0.07482699158833711, 0.20667946256137695, 0.43096924721349433, 0.3040895988550785, 0.05662416474425685, 0.34745979838444774, 0.4229012988691015, 0.10681970178469616, 0.15240784430070123, 0.2809931080590406, 0.06709397617319722, 0.3259063689387242, 0.05530487823801041, 0.005729005702860917, 0.0839252791281583, 0, 0.11300877465296141, 0.25129013570426384]
['NC', 0.04190675343696999, 0.11045244967146896, 0.16094029502301263, 0.06315051696969949, 0.07159761135671337, 0.11749942055785131, 0.1268398575864725, 0.23776882524509363, 0.01142282445741279, 0.06171957947191217, 0.09356669967015531, 0.022938112629149472, 0.019883522601247122, 0.14520404786992086, 0.18827283770347414, 0.08315099613747644, 0.38443972690455974, 0.10796129371954577, 0.08869507044645954, 0.15278388195321935, 0.19627229752800707, 0.14411474173504765, 0.15255082231534767, 0.09173607921330221, 0.13864336829765786, 0.05297096522619602, 0.25475306016854105, 0.20609196050759415, 0.4107565307296993, 0.010412260228184273, 0.44644143225863375, 0.07482699158833711, 1, 0.28150645414971404, 0.3561422556251572, 0.22926260726674141, 0.018202826844080266, 0.2726328067961106, 0.3480743072807644, 0.03199271019635905, 0.22723483588903834, 0.2061661164707035, 0.14192096776153434, 0.2510793773503871, 0.019522113350326702, 0.06909798588547619, 0.009098287539821179, 0, 0.03818178306462429, 0.17646314411592673]
['ND', 0.32341320758668407, 0.39195890382118304, 0.44244674917272664, 0.21835593718001456, 0.20990884279300068, 0.3990058747075654, 0.4083463117361866, 0.5192752793948078, 0.27008362969230126, 0.2197868746778019, 0.18793975447955874, 0.25856834152056457, 0.26162293154846694, 0.4267105020196349, 0.09323361644623994, 0.1983554580122376, 0.6659461810542738, 0.3894677478692598, 0.3702015245961736, 0.4342903361029334, 0.47777875167772116, 0.4256211958847617, 0.1289556318343664, 0.18977037493641186, 0.4201498224473719, 0.22853548892351805, 0.02675339398117301, 0.4875984146573082, 0.6922629848794134, 0.29191871437789835, 0.7279478864083478, 0.20667946256137695, 0.28150645414971404, 1, 0.6376487097748713, 0.5107690614164554, 0.2633036273056338, 0.5541392609458247, 0.6295807614304784, 0.3134991643460731, 0.05427161826067571, 0.4876725706204175, 0.13958548638817972, 0.5325858315001011, 0.26198434079938737, 0.21240846826423787, 0.29060474168953526, 0, 0.31968823721433837, 0.4579695982656409]
['OH', 0.31423550218818724, 0.24568980595368828, 0.19520196060214462, 0.41929277259485676, 0.4277398669818706, 0.23864283506730594, 0.2293023980386847, 0.11837343038006361, 0.36756508008257005, 0.4178618350970694, 0.4497089552953125, 0.3790803682543067, 0.3760257782264044, 0.2109382077552364, 0.5444150933286314, 0.43929325176263373, 0.028297471279402492, 0.24818096190561148, 0.2674471851786977, 0.2033583736719379, 0.15986995809715018, 0.2120275138901096, 0.5086930779405049, 0.44787833483845946, 0.2174988873274994, 0.40911322085135327, 0.6108953157936984, 0.1500502951175631, 0.054614275104542094, 0.34572999539697297, 0.0902991766334765, 0.43096924721349433, 0.3561422556251572, 0, 1, 0.12687964835841584, 0.3743450824692375, 0.08350944882904662, 0.008067948344392848, 0.3241495454287982, 0.5833770915141956, 0.14997613915445374, 0.49806322338669157, 0.10506287827477012, 0.37566436897548394, 0.42524024151063344, 0.34704396808533605, 0.36235129022512863, 0.31796047256053295, 0.1796791115092305]
['OK', 0.1873558538297714, 0.11881015759527244, 0.06832231224372878, 0.2924131242364409, 0.3008602186234548, 0.1117631867088901, 0.10242274968026889, 0.008506217978352229, 0.2406854317241542, 0.29098218673865356, 0.3228293069368967, 0.2522007198958909, 0.24914612986798854, 0.08405855939682055, 0.41753544497021555, 0.31241360340421787, 0.15517711963781833, 0.12130131354719564, 0.1405675368202819, 0.07647872531352207, 0.032990309738734354, 0.08514786553169376, 0.3818134295820891, 0.32099868648004365, 0.09061923896908355, 0.28223357249293746, 0.4840156674352824, 0.02317064675914726, 0.18149392346295792, 0.21885034703855713, 0.21717882499189234, 0.3040895988550785, 0.22926260726674141, 0, 0.12687964835841584, 1, 0.24746543411082167, 0.043370199529369206, 0.11881170001402298, 0.19726989707038237, 0.4564974431557797, 0.02309649079603792, 0.37118357502827576, 0.02181677008364571, 0.2487847206170681, 0.29836059315221763, 0.22016431972692022, 0.4892309385835445, 0.1910808242021171, 0.05279946315081467]
['OR', 0.06010958028105026, 0.12865527651554923, 0.17914312186709289, 0.04494769012561923, 0.05339478451263311, 0.13570224740193157, 0.1450426844305528, 0.2559716520891739, 0.006780002386667477, 0.04351675262783191, 0.07536387282607505, 0.0047352857850692055, 0.0016806957571668568, 0.16340687471400112, 0.17007001085939386, 0.06494816929339617, 0.40264255374864, 0.12616412056362603, 0.10689789729053979, 0.1709867087972996, 0.21447512437208732, 0.1623175685791279, 0.13434799547126738, 0.07353325236922195, 0.15684619514173812, 0.03476813838211576, 0.2365502333244608, 0.2242947873516744, 0.4289593575737796, 0.02861508707226454, 0.464644259102714, 0.05662416474425685, 0.018202826844080266, 0.2633036273056338, 0.3743450824692375, 0.24746543411082167, 1, 0.2908356336401909, 0.36627713412484464, 0.05019553704043931, 0.20903200904495808, 0.22436894331478377, 0.12371814091745406, 0.2692822041944674, 0.0013192865062464363, 0.05089515904139593, 0.027301114383901447, 0, 0.05638460990870456, 0.194665970960007]
['PA', 0.23072605335914062, 0.16218035712464166, 0.11169251177309798, 0.3357833237658101, 0.344230418152824, 0.1551333862382593, 0.1457929492096381, 0.03486398155101698, 0.2840556312535234, 0.33435238626802277, 0.3661995064662659, 0.2955709194252601, 0.2925163293973577, 0.12742875892618977, 0.46090564449958477, 0.3557838029335871, 0.11180692010844911, 0.16467151307656483, 0.18393773634965108, 0.11984892484289127, 0.07636050926810356, 0.12851806506106297, 0.4251836291114583, 0.3643688860094128, 0.13398943849845277, 0.3256037720223066, 0.5273858669646516, 0.06654084628851646, 0.1381237239335887, 0.2622205465679263, 0.17380862546252313, 0.34745979838444774, 0.2726328067961106, 0, 0.08350944882904662, 0.043370199529369206, 0.2908356336401909, 1, 0.07544150048465377, 0.24064009659975158, 0.49986764268514894, 0.06646669032540713, 0.41455377455764497, 0.021553429445723495, 0.2921549201464373, 0.3417307926815868, 0.26353451925628946, 0.4458607390541753, 0.23445102373148632, 0.09616966268018387]
['RI', 0.3061675538437944, 0.23762185760929544, 0.18713401225775175, 0.41122482425046386, 0.41967191863747777, 0.23057488672291307, 0.22123444969429187, 0.11030548203567075, 0.35949713173817716, 0.4097938867526766, 0.44164100695091973, 0.37101241990991385, 0.36795782988201153, 0.20287025941084352, 0.5363471449842385, 0.43122530341824084, 0.03636541962379534, 0.2401130135612186, 0.25937923683430486, 0.19529042532754504, 0.15180200975275734, 0.20395956554571673, 0.500625129596112, 0.4398103864940666, 0.20943093898310652, 0.4010452725069604, 0.6028273674493054, 0.14198234677317023, 0.06268222344893494, 0.3376620470525801, 0.09836712497786936, 0.4229012988691015, 0.3480743072807644, 0, 0.008067948344392848, 0.11881170001402298, 0.36627713412484464, 0.07544150048465377, 1, 0.31608159708440536, 0.5753091431698026, 0.1419081908100609, 0.48999527504229873, 0.09699492993037727, 0.3675964206310911, 0.4171722931662406, 0.3389760197409432, 0.3704192385695215, 0.3098925242161401, 0.17161116316483765]
['SC', 0.009914043240610947, 0.07845973947510992, 0.12894758482665358, 0.09514322716605854, 0.10359032155307242, 0.08550671036149227, 0.09484714739011348, 0.20577611504873458, 0.043415534653771834, 0.09371228966827122, 0.12555940986651437, 0.05493082282550852, 0.05187623279760617, 0.11321133767356181, 0.2202655478998332, 0.11514370633383549, 0.35244701670820067, 0.07596858352318672, 0.05670236025010048, 0.1207911717568603, 0.16427958733164802, 0.1121220315386886, 0.18454353251170671, 0.12372878940966126, 0.10665065810129881, 0.08496367542255506, 0.2867457703649001, 0.1740992503112351, 0.3787638205333403, 0.02158044996817477, 0.4144487220622747, 0.10681970178469616, 0.03199271019635905, 0.3134991643460731, 0.3241495454287982, 0.19726989707038237, 0.05019553704043931, 0.24064009659975158, 0.31608159708440536, 1, 0.2592275460853974, 0.17417340627434444, 0.1739136779578934, 0.21908666715402808, 0.05151482354668575, 0.10109069608183524, 0.022894422656537867, 0, 0.0061890728682652465, 0.14447043391956768]
['SD', 0.26914158932600835, 0.3376872855605073, 0.38817513091205097, 0.16408431891933886, 0.15563722453232498, 0.34473425644688965, 0.35407469347551085, 0.46500366113413205, 0.21581201143162557, 0.16551525641712617, 0.13366813621888304, 0.20429672325988887, 0.20735131328779122, 0.3724388837589592, 0.03896199818556423, 0.14408383975156192, 0.6116745627935981, 0.33519612960858414, 0.3159299063354979, 0.3800187178422577, 0.4235071334170454, 0.371349577624086, 0.0746840135736907, 0.13549875667573613, 0.3658782041866962, 0.17426387066284232, 0.0275182242795027, 0.4333267963966325, 0.6379913666187377, 0.23764709611722262, 0.6736762681476721, 0.15240784430070123, 0.22723483588903834, 0.05427161826067571, 0.5833770915141956, 0.4564974431557797, 0.20903200904495808, 0.49986764268514894, 0.5753091431698026, 0.2592275460853974, 1, 0.43340095235974185, 0.08531386812750402, 0.4783142132394254, 0.20771272253871165, 0.15813685000356215, 0.23633312342885954, 0, 0.26541661895366264, 0.4036979800049651]
['TN', 0.1642593630337335, 0.09571366679923453, 0.045225821447690856, 0.26931663344040296, 0.2777637278274169, 0.08866669591285219, 0.07932625888423098, 0.03160270877439015, 0.2175889409281163, 0.2678856959426157, 0.2997328161408588, 0.22910422909985295, 0.2260496390719506, 0.060962068600782626, 0.3944389541741776, 0.28931711260817994, 0.17827361043385623, 0.09820482275115772, 0.11747104602424396, 0.053382234517484146, 0.009893818942696437, 0.06205137473565584, 0.35871693878605115, 0.2979021956840057, 0.06752274817304564, 0.25913708169689953, 0.4609191766392445, 7.41559631093392e-05, 0.20459041425899585, 0.1957538562425192, 0.24027531578793027, 0.2809931080590406, 0.2061661164707035, 0.4876725706204175, 0.14997613915445374, 0.02309649079603792, 0.22436894331478377, 0.06646669032540713, 0.1419081908100609, 0.17417340627434444, 0.43340095235974185, 1, 0.34808708423223783, 0.04491326087968363, 0.2256882298210302, 0.2752641023561797, 0.19706782893088232, 0, 0.16798433340607918, 0.02970297235477675]
['TX', 0.18382772119850432, 0.2523734174330033, 0.30286126278454695, 0.07877045079183484, 0.07032335640482096, 0.25942038831938563, 0.2687608253480068, 0.379689793006628, 0.13049814330412154, 0.08020138828962216, 0.04835426809137902, 0.11898285513238487, 0.12203744516028721, 0.2871250156314552, 0.046351869941939794, 0.05876997162405789, 0.526360694666094, 0.24988226148108011, 0.23061603820799387, 0.2947048497147537, 0.3381932652895414, 0.28603570949658197, 0.010629854553813323, 0.05018488854823212, 0.2805643360591922, 0.08895000253533832, 0.11283209240700671, 0.3480129282691285, 0.5526774984912337, 0.1523332279897186, 0.588362400020168, 0.06709397617319722, 0.14192096776153434, 0.13958548638817972, 0.49806322338669157, 0.37118357502827576, 0.12371814091745406, 0.41455377455764497, 0.48999527504229873, 0.1739136779578934, 0.08531386812750402, 0.34808708423223783, 1, 0.39300034511192145, 0.12239885441120762, 0.07282298187605814, 0.15101925530135552, 0, 0.18010275082615862, 0.3183841118774611]
['UT', 0.20917262391341712, 0.14062692767891816, 0.09013908232737448, 0.31422989432008663, 0.3226769887071005, 0.13357995679253581, 0.1242395197639146, 0.013310552105293482, 0.26250220180779993, 0.3127989568222993, 0.34464607702054245, 0.27401748997953657, 0.27096289995163425, 0.10587532948046625, 0.43935221505386124, 0.33423037348786355, 0.1333603495541726, 0.14311808363084136, 0.16238430690392758, 0.09829549539716778, 0.05480707982238007, 0.10696463561533946, 0.40363019966573477, 0.34281545656368934, 0.11243600905272927, 0.30405034257658314, 0.5058324375189281, 0.04498741684279297, 0.1596771533793122, 0.24066711712220284, 0.19536205490824662, 0.3259063689387242, 0.2510793773503871, 0, 0.10506287827477012, 0.02181677008364571, 0.2692822041944674, 0.021553429445723495, 0.09699492993037727, 0.21908666715402808, 0.4783142132394254, 0.04491326087968363, 0.39300034511192145, 1, 0.2706014907007138, 0.3201773632358633, 0.24198108981056593, 0.46741416849989875, 0.21289759428576283, 0.07461623323446039]
['VT', 0.0614288667872967, 0.12997456302179566, 0.18046240837333932, 0.04362840361937279, 0.052075498006386674, 0.137021533908178, 0.14636197093679923, 0.25729093859542035, 0.008099288892913913, 0.042197466121585474, 0.07404458631982862, 0.003415999278822769, 0.00036140925092042033, 0.16472616122024755, 0.16875072435314742, 0.06362888278714973, 0.4039618402548864, 0.12748340706987246, 0.10821718379678623, 0.17230599530354604, 0.21579441087833376, 0.16363685508537434, 0.13302870896502095, 0.07221396586297552, 0.15816548164798455, 0.03344885187586932, 0.23523094681821435, 0.22561407385792084, 0.43027864408002603, 0.029934373578510975, 0.46596354560896047, 0.05530487823801041, 0.019522113350326702, 0.26198434079938737, 0.37566436897548394, 0.2487847206170681, 0.0013192865062464363, 0.2921549201464373, 0.3675964206310911, 0.05151482354668575, 0.20771272253871165, 0.2256882298210302, 0.12239885441120762, 0.2706014907007138, 1, 0.049575872535149494, 0.028620400890147883, 0, 0.057703896414950995, 0.19598525746625345]
['VA', 0.1110047393224462, 0.17955043555694516, 0.23003828090848882, 0.0059474689157767045, 0.002499625471237179, 0.1865974064433275, 0.19593784347194873, 0.30686681113056985, 0.057675161428063414, 0.007378406413564025, 0.024468713784679116, 0.04615987325632673, 0.04921446328422908, 0.21430203375539705, 0.11917485181799793, 0.01405301025200024, 0.4535377127900359, 0.17705927960502196, 0.15779305633193574, 0.22188186783869554, 0.26537028341348323, 0.21321272762052385, 0.08345283642987146, 0.022638093327826014, 0.20774135418313405, 0.016127020659280178, 0.18565507428306485, 0.2751899463930704, 0.47985451661517553, 0.07951024611366048, 0.51553941814411, 0.005729005702860917, 0.06909798588547619, 0.21240846826423787, 0.42524024151063344, 0.29836059315221763, 0.05089515904139593, 0.3417307926815868, 0.4171722931662406, 0.10109069608183524, 0.15813685000356215, 0.2752641023561797, 0.07282298187605814, 0.3201773632358633, 0.049575872535149494, 1, 0.07819627342529738, 0, 0.1072797689501005, 0.24556113000140295]
['WA', 0.032808465897148816, 0.10135416213164779, 0.15184200748319146, 0.07224880450952068, 0.08069589889653456, 0.10840113301803013, 0.11774157004665134, 0.22867053770527246, 0.020521111997233967, 0.07081786701173336, 0.1026649872099765, 0.03203640016897065, 0.028981810141068303, 0.1361057603300997, 0.1973711252432953, 0.09224928367729762, 0.37534143936473857, 0.09886300617972459, 0.07959678290663835, 0.14368559441339818, 0.18717400998818587, 0.13501645419522648, 0.16164910985516884, 0.10083436675312339, 0.1295450807578367, 0.0620692527660172, 0.2638513477083622, 0.19699367296777298, 0.40165824318987814, 0.0013139726883630947, 0.4373431447188126, 0.0839252791281583, 0.009098287539821179, 0.29060474168953526, 0.34704396808533605, 0.22016431972692022, 0.027301114383901447, 0.26353451925628946, 0.3389760197409432, 0.022894422656537867, 0.23633312342885954, 0.19706782893088232, 0.15101925530135552, 0.24198108981056593, 0.028620400890147883, 0.07819627342529738, 1, 0, 0.02908349552480311, 0.16736485657610556]
['WV', 0.6765867924133159, 0.608041096178817, 0.5575532508272733, 0.7816440628199853, 0.7900911572069993, 0.6009941252924346, 0.5916536882638134, 0.4807247206051923, 0.7299163703076986, 0.7802131253221981, 0.8120602455204412, 0.7414316584794354, 0.7383770684515331, 0.573289497980365, 0.9067663835537599, 0.8016445419877624, 0.33405381894572617, 0.6105322521307401, 0.6297984754038264, 0.5657096638970666, 0.5222212483222788, 0.5743788041152382, 0.8710443681656335, 0.8102296250635881, 0.579850177552628, 0.771464511076482, 0.973246606018827, 0.5124015853426918, 0.30773701512058654, 0.7080812856221016, 0.27205211359165216, 0.793320537438623, 0.7184935458502859, 0, 0.36235129022512863, 0.4892309385835445, 0.7366963726943662, 0.4458607390541753, 0.3704192385695215, 0.6865008356539268, 0.9457283817393243, 0.5123274293795824, 0.8604145136118202, 0.46741416849989875, 0.7380156592006126, 0.7875915317357621, 0.7093952583104647, 1, 0.6803117627856616, 0.5420304017343591]
