0.0,1.8246248956e-10,5.5023974266e-10,4.2861303395e-10,5.0030912746e-10,2.2190782545e-10,2.8013491526e-10,1.48975176639e-09,1.1044587467e-10,4.1701675446e-10,7.1272443503e-10,1.6329182451e-10,1.4827006289e-10,4.1437264731e-10,2.05753336591e-09,6.0734361984e-10,4.55635962293e-09,1.6944101677e-10,8.501355175e-11,4.7741632869e-10,9.2536689422e-10,4.0567937898e-10,1.46846290683e-09,6.9359284982e-10,3.6340852549e-10,3.4957614581e-10,3.41767436574e-09,1.04684227953e-09,5.28338528483e-09,3.851974295e-11,6.35513441871e-09,5.2918325277e-10,6.819944609e-11,4.06189559765e-09,3.8346323894e-09,1.36316291588e-09,1.4031387163e-10,2.06731431973e-09,3.64025287691e-09,3.81683574e-12,2.8130333618e-09,1.04778830057e-09,1.31230637468e-09,1.69911562597e-09,1.4654066849e-10,4.7851589358e-10,4.180078506e-11,1.777707236972e-08,5.3879123e-13,7.0310790523e-10, 
1.8246248956e-10,0.0,9.898892817e-11,1.17038179148e-09,1.2870484678e-09,1.92845739e-12,1.042876896e-11,6.2947969059e-10,5.768255873e-10,1.15116727262e-09,1.61642332852e-09,6.9097672029e-10,6.596928559e-10,4.689881816e-11,3.46543072016e-09,1.45559120313e-09,2.91523805096e-09,2.4114044e-13,1.838340591e-11,6.958889021e-11,2.8601487845e-10,4.40047998e-11,2.6861827207e-09,1.58754587254e-09,3.086264577e-11,1.03715058763e-09,5.17950060619e-09,3.5521219299e-10,3.50215767497e-09,3.8865322072e-10,4.38392688817e-09,1.33311528483e-09,4.7376602641e-10,5.96615212789e-09,2.34416142053e-09,5.4817650419e-10,6.4278893319e-10,1.02143260516e-09,2.19273421642e-09,2.3906010505e-10,4.42835745851e-09,3.5576319668e-10,2.47343479032e-09,7.6798056803e-10,6.5603944499e-10,1.25194765666e-09,3.989297781e-10,1.435750829337e-08,2.0283241753e-10,1.6921619661e-10, 
5.5023974266e-10,9.898892817e-11,0.0,1.95012017645e-09,2.09991046773e-09,7.328426754e-11,4.515787744e-11,2.2922297394e-10,1.15372400522e-09,1.9252944794e-09,2.51543275098e-09,1.31303024009e-09,1.26976829051e-09,9.61641877e-12,4.73581118765e-09,2.31375740789e-09,1.93984062147e-09,1.0899847691e-10,2.0268975387e-10,2.58348898e-12,4.84785545e-11,1.099387248e-11,3.8164864602e-09,2.47937659292e-09,1.930655635e-11,1.77697168091e-09,6.7105700996e-09,7.917000389e-11,2.42356434921e-09,8.7992979569e-10,3.16540227363e-09,2.1586405996e-09,1.00587216334e-09,7.60212970352e-09,1.47972678555e-09,1.8127510604e-10,1.24627397291e-09,4.8446391343e-10,1.35993671879e-09,6.4571314962e-10,5.85151971322e-09,7.943024016e-11,3.56205576146e-09,3.1552915836e-10,1.26469779094e-09,2.05500783057e-09,8.9535878711e-10,1.207218580657e-08,5.8521631985e-10,9.35740374e-12, 
4.2861303395e-10,1.17038179148e-09,1.95012017645e-09,0.0,2.77100565e-12,1.26732757622e-09,1.40176892316e-09,3.51652296171e-09,1.0391054683e-10,7.949197e-14,3.592715014e-11,6.27963237e-11,7.26986249e-11,1.68585134741e-09,6.0797100687e-10,1.553435158e-11,7.77990805112e-09,1.13703335636e-09,8.9540108661e-10,1.81074333305e-09,2.61354260456e-09,1.66826974457e-09,3.1037816761e-10,3.173261653e-11,1.58135460282e-09,4.02411438e-12,1.42565947936e-09,2.81514267453e-09,8.7216683875e-09,2.1015000851e-10,1.008459227236e-08,5.29454258e-12,1.5487000571e-10,1.8515833311e-09,6.82728429346e-09,3.32052663143e-09,7.845635253e-11,4.37856184643e-09,6.56707355162e-09,3.5153535638e-10,1.0455563082e-09,2.81669354507e-09,2.4095714313e-10,3.83449560992e-09,7.391831591e-11,1.37356793e-12,2.0270962686e-10,2.372636909165e-08,3.9875769353e-10,2.22964846586e-09, 
5.0030912746e-10,1.2870484678e-09,2.09991046773e-09,2.77100565e-12,0.0,1.38861755428e-09,1.52918699925e-09,3.71671815547e-09,1.4061840581e-10,3.78919118e-12,1.874300715e-11,9.194922601e-11,1.0385581284e-10,1.82531767479e-09,5.2865278821e-10,5.1836313e-12,8.07632971611e-09,1.25206578439e-09,9.9779340346e-10,1.9551825714e-09,2.78651324237e-09,1.80702131036e-09,2.5449631291e-10,1.574951281e-11,1.71651659553e-09,1.347344458e-11,1.30272559407e-09,2.99455571451e-09,9.03535579688e-09,2.6118340823e-10,1.042169150978e-08,4.0500936e-13,1.9907198112e-10,1.7110973749e-09,7.10514092006e-09,3.51514117813e-09,1.1071621397e-10,4.60163041005e-09,6.8396369679e-09,4.1672698625e-10,9.4067631462e-10,2.99615521282e-09,1.9204926538e-10,4.04342359595e-09,1.0531253647e-10,2.4258373e-13,2.5288093841e-10,2.42419537777e-08,4.6800985309e-10,2.38962294397e-09, 
2.2190782545e-10,1.92845739e-12,7.328426754e-11,1.26732757622e-09,1.38861755428e-09,0.0,3.3880676e-12,5.6172466678e-10,6.4545935263e-10,1.24732990603e-09,1.73001679649e-09,7.6591333276e-10,7.3295758352e-10,2.98069347e-11,3.6308592799e-09,1.56348378688e-09,2.76720635295e-09,3.53295171e-12,3.222033751e-11,4.834821432e-11,2.4097202012e-10,2.750899508e-11,2.83205969787e-09,1.7001372532e-09,1.736144561e-11,1.12852482914e-09,5.38131561534e-09,3.04794745e-10,3.33972205446e-09,4.4533632337e-10,4.20195989115e-09,1.43645195738e-09,5.3614801487e-10,6.18260964647e-09,2.21161766678e-09,4.8507720063e-10,7.1513384103e-10,9.3459562311e-10,2.06460626373e-09,2.8393154494e-10,4.61511073802e-09,3.0530533657e-10,2.61349364372e-09,6.9294037175e-10,7.2910644189e-10,1.35214872632e-09,4.5633197221e-10,1.402664018268e-08,2.4431645596e-10,1.3501533225e-10, 
2.8013491526e-10,1.042876896e-11,4.515787744e-11,1.40176892316e-09,1.52918699925e-09,3.3880676e-12,0.0,4.7786274937e-10,7.4237471726e-10,1.38073330547e-09,1.88652382604e-09,8.7118245951e-10,8.3601081613e-10,1.309652387e-11,3.85607124009e-09,1.71243452751e-09,2.57694110495e-09,1.384048431e-11,5.650457879e-11,2.613897987e-11,1.8721391104e-10,1.158895202e-11,3.03135694324e-09,1.85531623398e-09,5.41044987e-12,1.25558141661e-09,5.65475588576e-09,2.4391288989e-10,3.13036541133e-09,5.264111369e-10,3.96671540059e-09,1.57936419498e-09,6.2477656382e-10,6.47545850274e-09,2.04188088659e-09,4.0738601381e-10,8.169677157e-10,8.2544138191e-10,1.90072257933e-09,3.4935088156e-10,4.86858797721e-09,2.4436963564e-10,2.80507950201e-09,5.9942217856e-10,8.3189743982e-10,1.490904733e-09,5.3836013425e-10,1.359403423162e-08,3.0524593964e-10,9.562783898e-11, 
1.48975176639e-09,6.2947969059e-10,2.2922297394e-10,3.51652296171e-09,3.71671815547e-09,5.6172466678e-10,4.7786274937e-10,0.0,2.41146069779e-09,3.48315876142e-09,4.26333290893e-09,2.63948018997e-09,2.57799126491e-09,3.3273983568e-10,7.04883573732e-09,3.9995057266e-09,8.3541285001e-10,6.5435434848e-10,8.6300955271e-10,2.8047686396e-10,6.68708422e-11,3.4061720111e-10,5.9163529631e-09,4.21635348857e-09,3.8157821347e-10,3.28263194405e-09,9.42029088069e-09,3.896694079e-11,1.1621004159e-09,2.0073737117e-09,1.69100200509e-09,3.79471842837e-09,2.19544749047e-09,1.047149156275e-08,5.441538331e-10,2.80986345e-12,2.54446796966e-09,4.72026862e-11,4.725060343e-10,1.64438374028e-09,8.39703562239e-09,3.878486421e-11,5.59849233639e-09,6.88016311e-12,2.57076404608e-09,3.65690000503e-09,2.03064343118e-09,8.97441432279e-09,1.54695589671e-09,1.4595358255e-10, 
1.1044587467e-10,5.768255873e-10,1.15372400522e-09,1.0391054683e-10,1.4061840581e-10,6.4545935263e-10,7.4237471726e-10,2.41146069779e-09,0.0,9.824119296e-11,2.6203761383e-10,5.14943643e-12,2.77988743e-12,9.526772704e-10,1.21457255364e-09,1.9979873311e-10,6.08558126114e-09,5.5348570172e-10,3.8925718204e-10,1.04711650462e-09,1.67519675909e-09,9.3947205571e-10,7.7346318239e-10,2.5048840779e-10,8.7453855269e-10,6.703726463e-11,2.29935170903e-09,1.83734538695e-09,6.92161150617e-09,1.851496734e-11,8.14116796199e-09,1.5611656412e-10,5.06716891e-12,2.83276002655e-09,5.24664567347e-09,2.24963903062e-09,1.78501658e-12,3.13343029301e-09,5.01884866999e-09,7.319878037e-11,1.80869141886e-09,1.83859838465e-09,6.6133565291e-10,2.67595712256e-09,2.54751775e-12,1.2917855674e-10,1.635369618e-11,2.06899489763e-08,9.555578551e-11,1.37088795871e-09, 
4.1701675446e-10,1.15116727262e-09,1.9252944794e-09,7.949197e-14,3.78919118e-12,1.24732990603e-09,1.38073330547e-09,3.48315876142e-09,9.824119296e-11,0.0,3.938704918e-11,5.840650186e-11,6.796962992e-11,1.66277469571e-09,6.2195637529e-10,1.783662107e-11,7.73024300127e-09,1.11809583814e-09,8.7860474451e-10,1.78682435514e-09,2.58479027071e-09,1.64531410718e-09,3.2039360054e-10,3.498912271e-11,1.55900703458e-09,2.97228908e-12,1.44703338201e-09,2.78529899145e-09,8.66907856611e-09,2.0205392914e-10,1.002803662331e-08,6.67177424e-12,1.4793100078e-10,1.87593052203e-09,6.78076439442e-09,3.28810778605e-09,7.3540396e-11,4.34132296778e-09,6.52145037972e-09,3.4104086222e-10,1.06387187948e-09,2.78684164634e-09,2.4979118773e-10,3.79965214847e-09,6.914890882e-11,2.11419771e-12,1.9475965285e-10,2.363957796181e-08,3.8757530518e-10,2.20309770427e-09, 
